region,region_code,period,pct_phys_any_ehr,pct_phys_cert_ehr,pct_primary_care_phys_cert_ehr,pct_surg_med_spec_phys_cert_ehr,pct_small_practice_phys_cert_ehr,pct_phys_send_receive_any_patient_info,pct_phys_patient_secure_message,pct_phys_vdt,pct_phys_vd_and_t,pct_phys_find_clin_info,pct_phys_send_any_clin_info,pct_phys_send_summary_care_record,pct_phys_receive_any_clin_info,pct_phys_receive_summary_care_record,pct_phys_integrate_any_clin_info,pct_phys_integrate_summary_care_record,pct_phys_info_available,pct_phys_use_info,pct_phys_search_vax,pct_phys_search_scr,pct_phys_epcs,pct_phys_pdmp,pct_phys_erx,pct_phys_basic_ehr,pct_primary_care_phys_basic_ehr,pct_rural_phys_basic_ehr,pct_small_practice_phys_basic_ehr,pct_phys_view_labs,pct_phys_send_lab_orders,pct_phys_graph_labs,pct_phys_e_share_provs,pct_phys_e_share_ambu_provs,pct_phys_e_share_hosps,pct_phys_e_share_patients,pct_phys_patient_clinical_summary
National,US,2015,0.869,0.779,0.809351274,0.751212424,0.722070834,0.477465423,0.636581561,0.651642412,0.164327623,0.340403351,0.382395484,0.210229545,0.382968081,0.245862026,0.310558342,0.126781438,,,,,,,,0.539,,,,,,,,,,0.713598414,
Nebraska,NE,2015,0.942,0.871,0.829090346,0.928762566,0.78381778,0.481270256,0.708477646,0.663368777,0.196758993,0.41012266,0.358146603,0.255306331,0.354861366,0.296886484,0.370686307,0.172688683,,,,,,,,0.569,,,,,,,,,,0.715844906,
Nevada,NV,2015,0.827,0.723,0.686305985,0.761275864,0.719484096,0.489963453,0.600342233,0.611425346,0.152649222,0.366100815,0.313057115,0.196358571,0.407397896,0.256608524,0.339325879,0.073010038,,,,,,,,0.405,,,,,,,,,,0.726136956,
New Hampshire,NH,2015,0.922,0.818,0.84359255,0.80275894,0.756406905,0.510753368,0.688668331,0.750175707,0.221881173,0.40818266,0.401349496,0.230403072,0.467888582,0.232700779,0.337037954,0.18474593,,,,,,,,0.715,,,,,,,,,,0.796995056,
New Jersey,NJ,2015,0.753,0.616,0.59694726,0.629941309,0.563848942,0.345130668,0.501691398,0.608703113,0.174189508,0.328602201,0.242959407,0.144885857,0.271344678,0.18979885,0.228378492,0.077454325,,,,,,,,0.333,,,,,,,,,,0.674503964,
New Mexico,NM,2015,0.95,0.822,0.849588105,0.778813444,0.714882606,0.471895627,0.667790367,0.732862857,0.148309301,0.309039466,0.357509944,0.190244497,0.318754396,0.27625059,0.414406568,0.202196288,,,,,,,,0.726,,,,,,,,,,0.765288483,
New York,NY,2015,0.864,0.745,0.79940601,0.699636813,0.585723863,0.420247116,0.40976488,0.478392062,0.115444113,0.235038705,0.299289882,0.155382066,0.297332223,0.150597269,0.315270301,0.037351323,,,,,,,,0.482,,,,,,,,,,0.514536462,
North Carolina,NC,2015,0.971,0.894,0.884600902,0.904863918,0.879811519,0.545028335,0.79940662,0.761400492,0.23173384,0.493062712,0.479460021,0.316819087,0.46845394,0.410942767,0.396134838,0.202266034,,,,,,,,0.664,,,,,,,,,,0.817325539,
North Dakota,ND,2015,0.935,0.838,0.866376245,0.811687267,0.786003633,0.553795352,0.810786353,0.816284733,0.225889605,0.415986027,0.374345181,0.380337626,0.509862675,0.383208074,0.317357335,0.15295111,,,,,,,,0.781,,,,,,,,,,0.857290084,
Ohio,OH,2015,0.871,0.764,0.779840831,0.748943411,0.727713665,0.562031253,0.688004933,0.720450258,0.132969756,0.471709871,0.455498105,0.15616333,0.461699243,0.265974593,0.356115308,0.21311712,,,,,,,,0.547,,,,,,,,,,0.742493791,
Oklahoma,OK,2015,0.871,0.771,0.885023636,0.62935083,0.729480808,0.381570667,0.643221402,0.597714249,0.153316487,0.225644198,0.349363331,0.195715052,0.327607325,0.200456003,0.316724142,0.123395194,,,,,,,,0.521,,,,,,,,,,0.715420111,
Oregon,OR,2015,0.836,0.777,0.817698708,0.761216232,0.615084624,0.622629461,0.76676986,0.805099751,0.234041721,0.607333555,0.505496006,0.395149625,0.599697323,0.46335983,0.441574752,0.17199874,,,,,,,,0.648,,,,,,,,,,0.805099751,
Pennsylvania,PA,2015,0.834,0.727,0.681276704,0.766960812,0.637984959,0.395165439,0.571440686,0.597856133,0.188401978,0.207970327,0.271330725,0.21639835,0.366856697,0.291495676,0.345640602,0.118089189,,,,,,,,0.5,,,,,,,,,,0.63648924,
Rhode Island,RI,2015,0.774,0.69,0.748199274,0.646995217,0.484846416,0.542581755,0.733465683,0.63485561,0.120662516,0.316631255,0.387721312,0.186325778,0.488517031,0.222069207,0.259496437,0.124845848,,,,,,,,0.469,,,,,,,,,,0.747313436,
South Carolina,SC,2015,0.859,0.768,0.832466833,0.706045645,0.654347484,0.517501993,0.679698635,0.68561029,0.243555795,0.275588149,0.464869694,0.318689544,0.37763326,0.31063734,0.302397005,0.140781032,,,,,,,,0.483,,,,,,,,,,0.742928854,
South Dakota,SD,2015,0.975,0.904,0.968962069,0.845071721,0.80565404,0.512313381,0.813389194,0.80193806,0.285369981,0.424805971,0.428213223,0.398686017,0.441859023,0.3973978,0.357445557,0.260541948,,,,,,,,0.727,,,,,,,,,,0.881492518,
Tennessee,TN,2015,0.874,0.802,0.832836966,0.777317545,0.805193722,0.439512045,0.732432978,0.695750783,0.230369847,0.311472624,0.398005178,0.199976299,0.298406852,0.20939921,0.286548687,0.135578326,,,,,,,,0.495,,,,,,,,,,0.761819992,
Texas,TX,2015,0.934,0.79,0.851335779,0.740973061,0.73800333,0.475579558,0.513298585,0.550220264,0.104247031,0.210248093,0.377071247,0.149308028,0.348944277,0.126427537,0.234420194,0.067882345,,,,,,,,0.541,,,,,,,,,,0.659420322,
Utah,UT,2015,0.874,0.734,0.761466021,0.70992649,0.690887457,0.423446583,0.706443551,0.725833445,0.207619645,0.342481368,0.335453225,0.168839349,0.29550654,0.173238438,0.285754713,0.140534091,,,,,,,,0.691,,,,,,,,,,0.758205861,
Vermont,VT,2015,0.858,0.793,0.893583556,0.641585614,0.623440462,0.452522916,0.755551545,0.742266257,0.072843278,0.3612607,0.37384326,0.136523866,0.388575586,0.154546451,0.282324008,0.08338512,,,,,,,,0.523,,,,,,,,,,0.755551545,
Virginia,VA,2015,0.859,0.734,0.699798551,0.747189155,0.754193277,0.390336901,0.610043714,0.608127106,0.230345099,0.476107073,0.32420574,0.270454201,0.310557814,0.307707149,0.308060277,0.234032896,,,,,,,,0.554,,,,,,,,,,0.724689887,
Washington,WA,2015,0.927,0.857,0.905878766,0.800609993,0.823454874,0.493027062,0.779453826,0.700656098,0.125601026,0.57624086,0.406267171,0.288539996,0.429243962,0.378800018,0.313019447,0.175033048,,,,,,,,0.569,,,,,,,,,,0.792297524,
West Virginia,WV,2015,0.834,0.753,0.715632513,0.792364248,0.695797321,0.4614622,0.612575474,0.613481315,0.185498064,0.331101375,0.364404468,0.197819139,0.372247658,0.279788152,0.290213941,0.11088805,,,,,,,,0.568,,,,,,,,,,0.700222506,
Wisconsin,WI,2015,0.932,0.832,0.894095352,0.751630465,0.864294932,0.654665255,0.830131598,0.800473475,0.105016041,0.540590895,0.503603977,0.377147749,0.654665255,0.374071188,0.347159758,0.133373759,,,,,,,,0.786,,,,,,,,,,0.860725377,
Wyoming,WY,2015,0.901,0.884,0.869876833,0.90222553,0.84967348,0.425696141,0.619658612,0.616639217,0.20644037,0.333689334,0.373783044,0.249571995,0.39450478,0.325588565,0.286617709,0.142472013,,,,,,,,0.588,,,,,,,,,,0.68296152,
Alabama,AL,2014,0.917,0.804,0.85079929,0.761396304,0.807284939,,0.495945369,,,,,,,,,,,,,,,,,0.49,,,,,,,0.45262484,,,,
Alaska,AK,2014,0.736,0.588,0.658371276,0.501685213,0.523091109,,0.358781466,,,,,,,,,,,,,,,,,0.446,,,,,,,0.35056053,,,,
Arizona,AZ,2014,0.853,0.811,0.750901081,0.853063488,0.803581118,,0.413730952,,,,,,,,,,,,,,,,,0.55,,,,,,,0.388005899,,,,
Arkansas,AR,2014,0.891,0.789,0.835817816,0.737200931,0.788832487,,0.54815864,,,,,,,,,,,,,,,,,0.473,,,,,,,0.360916025,,,,
California,CA,2014,0.801,0.724,0.866552084,0.582313174,0.700987086,,0.525604574,,,,,,,,,,,,,,,,,0.585,,,,,,,0.482374882,,,,
Colorado,CO,2014,0.825,0.676,0.764302981,0.59177338,0.642045455,,0.356324111,,,,,,,,,,,,,,,,,0.393,,,,,,,0.393675889,,,,
Connecticut,CT,2014,0.737,0.675,0.85149633,0.555683123,0.670906568,,0.437728102,,,,,,,,,,,,,,,,,0.449,,,,,,,0.415830292,,,,
Delaware,DE,2014,0.747,0.676,0.774750632,0.593055215,0.661551032,,0.333643376,,,,,,,,,,,,,,,,,0.452,,,,,,,0.425403265,,,,
District Of Columbia,DC,2014,0.695,0.651,0.88439864,0.474385286,0.603379323,,0.447349605,,,,,,,,,,,,,,,,,0.445,,,,,,,0.390038206,,,,
Florida,FL,2014,0.723,0.64,0.661347752,0.626749611,0.648299396,,0.410151515,,,,,,,,,,,,,,,,,0.372,,,,,,,0.373030303,,,,
Georgia,GA,2014,0.87,0.747,0.839142091,0.661657033,0.739715536,,0.525550354,,,,,,,,,,,,,,,,,0.525,,,,,,,0.392668592,,,,
Hawaii,HI,2014,0.784,0.642,0.733632248,0.547298999,0.601113836,,0.540203509,,,,,,,,,,,,,,,,,0.556,,,,,,,0.427870182,,,,
Idaho,ID,2014,0.829,0.74,0.737998164,0.741536283,0.70620941,,0.475589583,,,,,,,,,,,,,,,,,0.546,,,,,,,0.416725511,,,,
Illinois,IL,2014,0.876,0.803,0.77818765,0.826133415,0.799351877,,0.569059909,,,,,,,,,,,,,,,,,0.539,,,,,,,0.446034725,,,,
Indiana,IN,2014,0.863,0.753,0.762876254,0.745030251,0.723188406,,0.56848785,,,,,,,,,,,,,,,,,0.591,,,,,,,0.500232162,,,,
Iowa,IA,2014,0.898,0.834,0.912031048,0.716654961,0.823529412,,0.631965944,,,,,,,,,,,,,,,,,0.647,,,,,,,0.506578947,,,,
Kansas,KS,2014,0.842,0.719,0.750720461,0.681172136,0.674693321,,0.479795998,,,,,,,,,,,,,,,,,0.522,,,,,,,0.34941829,,,,
Kentucky,KY,2014,0.816,0.658,0.620574163,0.696668324,0.61912895,,0.3864911,,,,,,,,,,,,,,,,,0.448,,,,,,,0.413069983,,,,
Louisiana,LA,2014,0.722,0.695,0.69935929,0.691390235,0.673851255,,0.395373514,,,,,,,,,,,,,,,,,0.316,,,,,,,0.206166428,,,,
Maine,ME,2014,0.806,0.683,0.808911479,0.559680599,0.669274325,,0.542230474,,,,,,,,,,,,,,,,,0.493,,,,,,,0.421833585,,,,
Maryland,MD,2014,0.843,0.757,0.772205207,0.747568319,0.740895626,,0.553823954,,,,,,,,,,,,,,,,,0.479,,,,,,,0.404761905,,,,
Massachusetts,MA,2014,0.864,0.766,0.684797147,0.845079502,0.718143123,,0.625820569,,,,,,,,,,,,,,,,,0.587,,,,,,,0.575382932,,,,
Michigan,MI,2014,0.806,0.695,0.714682032,0.678268711,0.682605206,,0.425178379,,,,,,,,,,,,,,,,,0.461,,,,,,,0.375134395,,,,
Minnesota,MN,2014,0.971,0.886,0.889070147,0.882177033,0.836959762,,0.755812139,,,,,,,,,,,,,,,,,0.745,,,,,,,0.561554065,,,,
Mississippi,MS,2014,0.811,0.713,0.723695617,0.702618414,0.695719443,,0.482150727,,,,,,,,,,,,,,,,,0.572,,,,,,,0.515204936,,,,
Missouri,MO,2014,0.873,0.717,0.849040867,0.613355049,0.6875,,0.497348693,,,,,,,,,,,,,,,,,0.535,,,,,,,0.469555677,,,,
Montana,MT,2014,0.881,0.826,0.851720293,0.803922379,0.786610375,,0.566213085,,,,,,,,,,,,,,,,,0.667,,,,,,,0.530919633,,,,
National,US,2014,0.828,0.741,0.7855,0.7033,0.7198,,0.52,0.47,,,,,,,,,,,,,,,,0.505,,,,,,,0.42,0.37,0.27,0.57,
Nebraska,NE,2014,0.856,0.772,0.815349442,0.735615934,0.746162928,,0.54473161,,,,,,,,,,,,,,,,,0.521,,,,,,,0.514910537,,,,
Nevada,NV,2014,0.802,0.719,0.711806694,0.723294598,0.713477851,,0.442086649,,,,,,,,,,,,,,,,,0.318,,,,,,,0.334215592,,,,
New Hampshire,NH,2014,0.831,0.729,0.776216851,0.692192984,0.69564246,,0.40314559,,,,,,,,,,,,,,,,,0.471,,,,,,,0.410812272,,,,
New Jersey,NJ,2014,0.777,0.721,0.669618791,0.770593607,0.71004878,,0.3501734,,,,,,,,,,,,,,,,,0.292,,,,,,,0.25138251,,,,
New Mexico,NM,2014,0.8,0.753,0.805725236,0.720605496,0.732401398,,0.558321807,,,,,,,,,,,,,,,,,0.384,,,,,,,0.437070931,,,,
New York,NY,2014,0.799,0.755,0.849967596,0.693154886,0.732108988,,0.498580809,,,,,,,,,,,,,,,,,0.47,,,,,,,0.377970769,,,,
North Carolina,NC,2014,0.944,0.848,0.870781717,0.824686554,0.837126437,,0.634830254,,,,,,,,,,,,,,,,,0.651,,,,,,,0.515792866,,,,
North Dakota,ND,2014,0.916,0.812,0.782891946,0.835898872,0.710960338,,0.728143796,,,,,,,,,,,,,,,,,0.791,,,,,,,0.711554041,,,,
Ohio,OH,2014,0.814,0.729,0.801962088,0.66142703,0.691417638,,0.612173078,,,,,,,,,,,,,,,,,0.561,,,,,,,0.449092218,,,,
Oklahoma,OK,2014,0.859,0.688,0.787815126,0.586390218,0.698412698,,0.425891678,,,,,,,,,,,,,,,,,0.45,,,,,,,0.373051519,,,,
Oregon,OR,2014,0.889,0.85,0.910972089,0.805623902,0.81962934,,0.696526508,,,,,,,,,,,,,,,,,0.581,,,,,,,0.620150315,,,,
Pennsylvania,PA,2014,0.814,0.762,0.767559232,0.756803908,0.745309321,,0.563374015,,,,,,,,,,,,,,,,,0.564,,,,,,,0.520976354,,,,
Rhode Island,RI,2014,0.709,0.618,0.789809653,0.456950206,0.600602293,,0.420292154,,,,,,,,,,,,,,,,,0.356,,,,,,,0.298452571,,,,
South Carolina,SC,2014,0.884,0.808,0.848320158,0.768436578,0.798393366,,0.470805617,,,,,,,,,,,,,,,,,0.458,,,,,,,0.412416851,,,,
South Dakota,SD,2014,0.978,0.861,0.951278107,0.787491049,0.772110641,,0.701499631,,,,,,,,,,,,,,,,,0.715,,,,,,,0.550109326,,,,
Tennessee,TN,2014,0.763,0.678,0.669243697,0.68383659,0.674983255,,0.426691729,,,,,,,,,,,,,,,,,0.385,,,,,,,0.353961828,,,,
Texas,TX,2014,0.814,0.732,0.762579976,0.708128335,0.696117395,,0.479170674,,,,,,,,,,,,,,,,,0.414,,,,,,,0.231795976,,,,
Utah,UT,2014,0.959,0.817,0.833403939,0.802715655,0.8165038,,0.621722846,,,,,,,,,,,,,,,,,0.688,,,,,,,0.505201831,,,,
Vermont,VT,2014,0.906,0.85,0.856574956,0.842847594,0.848149652,,0.503416851,,,,,,,,,,,,,,,,,0.559,,,,,,,0.566627433,,,,
Virginia,VA,2014,0.846,0.706,0.71048951,0.701529052,0.698837797,,0.513322458,,,,,,,,,,,,,,,,,0.465,,,,,,,0.316693855,,,,
Washington,WA,2014,0.887,0.726,0.727156386,0.725340945,0.675891759,,0.644850545,,,,,,,,,,,,,,,,,0.59,,,,,,,0.503754073,,,,
West Virginia,WV,2014,0.783,0.761,0.804379541,0.709865172,0.713802436,,0.479404194,,,,,,,,,,,,,,,,,0.422,,,,,,,0.34038727,,,,
Wisconsin,WI,2014,0.919,0.825,0.901061174,0.756519274,0.822807466,,0.682263815,,,,,,,,,,,,,,,,,0.735,,,,,,,0.653149138,,,,
Wyoming,WY,2014,0.901,0.768,0.879304102,0.671928179,0.758149824,,0.53627187,,,,,,,,,,,,,,,,,0.491,,,,,,,0.310705071,,,,
Alabama,AL,2013,0.73,,,,,,0.38,,,,,,,,,,,,,,,,,0.48,0.5,0.54,0.4,0.74,0.48,0.38,,,,,0.56
Alaska,AK,2013,0.79,,,,,,0.44,,,,,,,,,,,,,,,,,0.5,0.52,0.37,0.39,0.75,0.67,0.46,,,,,0.73
Arizona,AZ,2013,0.88,,,,,,0.57,,,,,,,,,,,,,,,,,0.51,0.63,0.62,0.44,0.8,0.51,0.53,,,,,0.76
Arkansas,AR,2013,0.79,,,,,,0.42,,,,,,,,,,,,,,,,,0.46,0.55,0.38,0.45,0.77,0.57,0.53,,,,,0.7
California,CA,2013,0.8,,,,,,0.58,,,,,,,,,,,,,,,,,0.54,0.61,0.42,0.43,0.74,0.55,0.5,,,,,0.69
Colorado,CO,2013,0.84,,,,,,0.46,,,,,,,,,,,,,,,,,0.39,0.44,0.34,0.32,0.77,0.58,0.51,,,,,0.69
Connecticut,CT,2013,0.7,,,,,,0.33,,,,,,,,,,,,,,,,,0.3,0.38,0,0.3,0.68,0.39,0.39,,,,,0.52
Delaware,DE,2013,0.8,,,,,,0.35,,,,,,,,,,,,,,,,,0.47,0.59,0,0.46,0.78,0.37,0.41,,,,,0.67
District Of Columbia,DC,2013,0.81,,,,,,0.38,,,,,,,,,,,,,,,,,0.31,0.25,0,0.1,0.71,0.59,0.42,,,,,0.58
Florida,FL,2013,0.77,,,,,,0.53,,,,,,,,,,,,,,,,,0.47,0.49,1,0.45,0.77,0.53,0.48,,,,,0.7
Georgia,GA,2013,0.79,,,,,,0.44,,,,,,,,,,,,,,,,,0.43,0.49,0.67,0.4,0.71,0.58,0.44,,,,,0.67
Hawaii,HI,2013,0.82,,,,,,0.51,,,,,,,,,,,,,,,,,0.52,0.62,0.39,0.41,0.72,0.55,0.58,,,,,0.75
Idaho,ID,2013,0.73,,,,,,0.47,,,,,,,,,,,,,,,,,0.42,0.5,0.41,0.37,0.68,0.43,0.44,,,,,0.68
Illinois,IL,2013,0.85,,,,,,0.58,,,,,,,,,,,,,,,,,0.59,0.5,0.29,0.48,0.83,0.6,0.42,,,,,0.78
Indiana,IN,2013,0.82,,,,,,0.49,,,,,,,,,,,,,,,,,0.54,0.63,0.56,0.48,0.82,0.54,0.5,,,,,0.62
Iowa,IA,2013,0.85,,,,,,0.42,,,,,,,,,,,,,,,,,0.66,0.71,0.71,0.55,0.79,0.62,0.5,,,,,0.75
Kansas,KS,2013,0.83,,,,,,0.46,,,,,,,,,,,,,,,,,0.53,0.58,0.51,0.47,0.8,0.56,0.5,,,,,0.7
Kentucky,KY,2013,0.74,,,,,,0.4,,,,,,,,,,,,,,,,,0.42,0.52,0.43,0.41,0.75,0.52,0.41,,,,,0.61
Louisiana,LA,2013,0.74,,,,,,0.42,,,,,,,,,,,,,,,,,0.39,0.39,0.38,0.25,0.69,0.48,0.37,,,,,0.65
Maine,ME,2013,0.77,,,,,,0.42,,,,,,,,,,,,,,,,,0.45,0.57,0.43,0.43,0.75,0.58,0.52,,,,,0.72
Maryland,MD,2013,0.73,,,,,,0.39,,,,,,,,,,,,,,,,,0.37,0.42,0.5,0.25,0.72,0.4,0.38,,,,,0.58
Massachusetts,MA,2013,0.91,,,,,,0.58,,,,,,,,,,,,,,,,,0.71,0.8,0,0.59,0.9,0.57,0.51,,,,,0.78
Michigan,MI,2013,0.69,,,,,,0.49,,,,,,,,,,,,,,,,,0.48,0.5,0.37,0.46,0.74,0.4,0.5,,,,,0.65
Minnesota,MN,2013,0.94,,,,,,0.72,,,,,,,,,,,,,,,,,0.75,0.77,0.76,0.62,0.9,0.84,0.77,,,,,0.87
Mississippi,MS,2013,0.7,,,,,,0.42,,,,,,,,,,,,,,,,,0.4,0.49,0.29,0.35,0.64,0.5,0.42,,,,,0.62
Missouri,MO,2013,0.82,,,,,,0.49,,,,,,,,,,,,,,,,,0.47,0.46,0.57,0.4,0.81,0.53,0.52,,,,,0.74
Montana,MT,2013,0.73,,,,,,0.42,,,,,,,,,,,,,,,,,0.47,0.55,0.46,0.42,0.81,0.6,0.5,,,,,0.63
National,US,2013,0.78,,,,,,0.4,0.33,,,,,,,,,,,,,,,,0.48,0.53,0.46,0.41,0.77,0.53,0.47,0.39,,,0.46,0.68
Nebraska,NE,2013,0.72,,,,,,0.43,,,,,,,,,,,,,,,,,0.45,0.5,0.35,0.33,0.75,0.53,0.48,,,,,0.65
Nevada,NV,2013,0.72,,,,,,0.35,,,,,,,,,,,,,,,,,0.33,0.41,0,0.27,0.78,0.35,0.29,,,,,0.6
New Hampshire,NH,2013,0.79,,,,,,0.53,,,,,,,,,,,,,,,,,0.55,0.67,0.69,0.42,0.73,0.53,0.48,,,,,0.7
New Jersey,NJ,2013,0.66,,,,,,0.28,,,,,,,,,,,,,,,,,0.21,0.2,0,0.17,0.65,0.39,0.3,,,,,0.53
New Mexico,NM,2013,0.85,,,,,,0.43,,,,,,,,,,,,,,,,,0.53,0.49,0.35,0.42,0.74,0.6,0.54,,,,,0.58
New York,NY,2013,0.7,,,,,,0.42,,,,,,,,,,,,,,,,,0.4,0.43,0.67,0.34,0.77,0.47,0.33,,,,,0.59
North Carolina,NC,2013,0.85,,,,,,0.49,,,,,,,,,,,,,,,,,0.51,0.56,0.57,0.5,0.82,0.59,0.6,,,,,0.74
North Dakota,ND,2013,0.9,,,,,,0.66,,,,,,,,,,,,,,,,,0.83,0.87,0.85,0.71,0.95,0.83,0.82,,,,,0.81
Ohio,OH,2013,0.77,,,,,,0.39,,,,,,,,,,,,,,,,,0.52,0.6,0.59,0.48,0.8,0.52,0.51,,,,,0.7
Oklahoma,OK,2013,0.85,,,,,,0.44,,,,,,,,,,,,,,,,,0.37,0.27,0.33,0.37,0.72,0.51,0.36,,,,,0.79
Oregon,OR,2013,0.88,,,,,,0.62,,,,,,,,,,,,,,,,,0.65,0.64,0.46,0.56,0.84,0.68,0.49,,,,,0.76
Pennsylvania,PA,2013,0.74,,,,,,0.44,,,,,,,,,,,,,,,,,0.42,0.4,0.19,0.35,0.79,0.48,0.48,,,,,0.68
Rhode Island,RI,2013,0.75,,,,,,0.49,,,,,,,,,,,,,,,,,0.4,0.57,0,0.36,0.74,0.4,0.39,,,,,0.57
South Carolina,SC,2013,0.77,,,,,,0.4,,,,,,,,,,,,,,,,,0.39,0.45,0.2,0.37,0.72,0.52,0.49,,,,,0.61
South Dakota,SD,2013,0.87,,,,,,0.47,,,,,,,,,,,,,,,,,0.58,0.69,0.59,0.46,0.83,0.55,0.53,,,,,0.74
Tennessee,TN,2013,0.83,,,,,,0.5,,,,,,,,,,,,,,,,,0.41,0.55,0.57,0.39,0.72,0.48,0.49,,,,,0.72
Texas,TX,2013,0.73,,,,,,0.47,,,,,,,,,,,,,,,,,0.43,0.56,0,0.4,0.69,0.51,0.5,,,,,0.68
Utah,UT,2013,0.87,,,,,,0.64,,,,,,,,,,,,,,,,,0.66,0.72,0.6,0.58,0.84,0.51,0.4,,,,,0.68
Vermont,VT,2013,0.84,,,,,,0.48,,,,,,,,,,,,,,,,,0.37,0.46,0.34,0.3,0.78,0.62,0.47,,,,,0.75
Virginia,VA,2013,0.83,,,,,,0.54,,,,,,,,,,,,,,,,,0.51,0.58,0.41,0.45,0.77,0.63,0.55,,,,,0.72
Washington,WA,2013,0.81,,,,,,0.58,,,,,,,,,,,,,,,,,0.61,0.56,0.84,0.44,0.83,0.56,0.58,,,,,0.73
West Virginia,WV,2013,0.75,,,,,,0.36,,,,,,,,,,,,,,,,,0.37,0.46,0.32,0.27,0.7,0.56,0.46,,,,,0.63
Wisconsin,WI,2013,0.93,,,,,,0.64,,,,,,,,,,,,,,,,,0.68,0.68,0.52,0.55,0.94,0.75,0.66,,,,,0.83
Wyoming,WY,2013,0.8,,,,,,0.4,,,,,,,,,,,,,,,,,0.37,0.38,0.38,0.39,0.71,0.46,0.36,,,,,0.67
Alabama,AL,2012,,,,,,, ,,,,,,,,,,,,,,,,,0.35,0.38, ,0.34,0.69,0.4,0.45,,,,, 
Alaska,AK,2012,,,,,,, ,,,,,,,,,,,,,,,,,0.36,0.44, ,0.31,0.73,0.52,0.44,,,,, 
Arizona,AZ,2012,,,,,,, ,,,,,,,,,,,,,,,,,0.48,0.59, ,0.45,0.73,0.44,0.4,,,,, 
Arkansas,AR,2012,,,,,,, ,,,,,,,,,,,,,,,,,0.46,0.48, ,0.44,0.68,0.4,0.39,,,,, 
California,CA,2012,,,,,,, ,,,,,,,,,,,,,,,,,0.37,0.4, ,0.24,0.68,0.43,0.44,,,,, 
Colorado,CO,2012,,,,,,, ,,,,,,,,,,,,,,,,,0.4,0.36, ,0.33,0.72,0.52,0.54,,,,, 
Connecticut,CT,2012,,,,,,, ,,,,,,,,,,,,,,,,,0.27,0.23, ,0.25,0.69,0.36,0.3,,,,, 
Delaware,DE,2012,,,,,,, ,,,,,,,,,,,,,,,,,0.53,0.68, ,0.54,0.83,0.28,0.47,,,,, 
District Of Columbia,DC,2012,,,,,,, ,,,,,,,,,,,,,,,,, , , , ,0.73,0.31,0.43,,,,, 
Florida,FL,2012,,,,,,, ,,,,,,,,,,,,,,,,,0.42,0.42, ,0.41,0.63,0.38,0.39,,,,, 
Georgia,GA,2012,,,,,,, ,,,,,,,,,,,,,,,,,0.28,0.28, ,0.25,0.67,0.41,0.33,,,,, 
Hawaii,HI,2012,,,,,,, ,,,,,,,,,,,,,,,,,0.37, , ,0.31,0.77,0.32,0.36,,,,, 
Idaho,ID,2012,,,,,,, ,,,,,,,,,,,,,,,,,0.42,0.51, ,0.33,0.75,0.47,0.44,,,,, 
Illinois,IL,2012,,,,,,, ,,,,,,,,,,,,,,,,,0.36,0.41, ,0.3,0.76,0.49,0.41,,,,, 
Indiana,IN,2012,,,,,,, ,,,,,,,,,,,,,,,,,0.39,0.43, ,0.34,0.68,0.46,0.4,,,,, 
Iowa,IA,2012,,,,,,, ,,,,,,,,,,,,,,,,,0.55,0.56, ,0.39,0.87,0.68,0.57,,,,, 
Kansas,KS,2012,,,,,,, ,,,,,,,,,,,,,,,,,0.37,0.42, ,0.32,0.72,0.47,0.44,,,,, 
Kentucky,KY,2012,,,,,,, ,,,,,,,,,,,,,,,,,0.27,0.34, ,0.27,0.63,0.4,0.31,,,,, 
Louisiana,LA,2012,,,,,,, ,,,,,,,,,,,,,,,,,0.25,0.32, ,0.25,0.72,0.32,0.29,,,,, 
Maine,ME,2012,,,,,,, ,,,,,,,,,,,,,,,,,0.38,0.53, ,0.34,0.68,0.4,0.42,,,,, 
Maryland,MD,2012,,,,,,, ,,,,,,,,,,,,,,,,,0.27, , ,0.22,0.68,0.39,0.43,,,,, 
Massachusetts,MA,2012,,,,,,, ,,,,,,,,,,,,,,,,,0.62,0.73, ,0.52,0.88,0.55,0.48,,,,, 
Michigan,MI,2012,,,,,,, ,,,,,,,,,,,,,,,,,0.38,0.51, ,0.34,0.79,0.44,0.39,,,,, 
Minnesota,MN,2012,,,,,,, ,,,,,,,,,,,,,,,,,0.67,0.66, ,0.49,0.84,0.72,0.66,,,,, 
Mississippi,MS,2012,,,,,,, ,,,,,,,,,,,,,,,,,0.33,0.4, ,0.26,0.64,0.42,0.44,,,,, 
Missouri,MO,2012,,,,,,, ,,,,,,,,,,,,,,,,,0.49,0.55, ,0.44,0.73,0.52,0.42,,,,, 
Montana,MT,2012,,,,,,, ,,,,,,,,,,,,,,,,,0.36,0.48, ,0.31,0.7,0.43,0.3,,,,, 
National,US,2012,,,,,,, ,,,,,,,,,,,,,,,,,0.4,0.44,0.4,0.34,0.73,0.45,0.43,,,,, 
Nebraska,NE,2012,,,,,,, ,,,,,,,,,,,,,,,,,0.33,0.36, ,0.29,0.71,0.51,0.47,,,,, 
Nevada,NV,2012,,,,,,, ,,,,,,,,,,,,,,,,,0.34,0.39, ,0.34,0.7,0.42,0.42,,,,, 
New Hampshire,NH,2012,,,,,,, ,,,,,,,,,,,,,,,,,0.45,0.56, ,0.4,0.77,0.47,0.48,,,,, 
